"data_fiscalizacao";"registro";"art"
2021-05-23;true;"1"
2021-05-28;true;"1"
2021-05-30;true;"1"
2021-06-03;false;"0"
2021-06-03;true;"0"
2021-06-03;true;"1"
2021-06-04;true;"0"
2021-06-04;true;"0"
2021-06-04;false;"1"
2021-06-09;true;"1"
2021-06-09;true;"1"
2021-06-09;true;"1"
2021-06-09;false;"0"
2021-06-09;true;"1"
2021-06-09;true;"0"
2021-06-11;true;"1"
2021-06-11;true;"1"
2021-06-11;true;"1"
2021-06-11;false;"0"
2021-06-11;false;"0"
